id,nome_funcionario,sexo,departamento,data_admissao,salario,cargo,localizacao,pais
908,Hanson,Feminino,Eletronicos,2003-11-27,144767,Executive Secretary,British Columbia,Canada
909,Mcdonald,Masculino,Automotivo,2009-12-26,111041,Research Assistant II,Quebec,Canada
910,Reyes,Feminino,Jardim,2005-12-21,148860,Product Engineer,Norte,Brasil
911,Peterson,Masculino,Automotivo,2002-01-20,53964,Pharmacist,Nordeste,Brasil
912,Fisher,Feminino,Beleza,2007-03-01,131152,Database Administrator IV,Sudeste,Brasil
913,Kelley,Feminino,Roupas,2012-02-20,116266,Marketing Assistant,Quebec,Canada
914,Armstrong,Feminino,Beleza,2006-06-07,143853,Design Engineer,Sudeste,Brasil
915,Bell,Masculino,Ferramentas,2010-05-26,92561,Senior Sales Associate,Nordeste,Brasil
916,Payne,Feminino,AlimentÃ­cios,2006-08-10,45486,GIS Technical Architect,Nordeste,Brasil
917,Gutierrez,Masculino,Beleza,2004-12-11,95424,VP Product Management,Sudeste,Brasil
918,Miller,Feminino,BebÃªs,2004-09-30,73905,Design Engineer,Nova Scotia,Canada
919,Bishop,Feminino,Filmes,2010-12-18,53798,Mechanical Systems Engineer,Nordeste,Brasil
920,Cole,Feminino,Ferramentas,2010-05-02,116766,Account Representative IV,Norte,Brasil
921,Moore,Feminino,Beleza,2013-06-23,142101,Paralegal,Sudeste,Brasil
922,Watkins,Feminino,Beleza,2000-04-19,41299,Computer Systems Analyst IV,British Columbia,Canada
923,White,Masculino,AlimentÃ­cios,2003-01-07,122130,Project Manager,Nordeste,Brasil
924,Wilson,Masculino,Beleza,2003-03-06,122446,Systems Administrator II,Quebec,Canada
925,Phillips,Feminino,Jardim,2011-10-03,127367,Recruiting Manager,Norte,Brasil
926,Austin,Masculino,Brinquedos,2014-04-01,50161,Account Executive,Sul,Brasil
927,Howard,Masculino,MÃºsica,2003-11-10,82080,Analog Circuit Design manager,Sudeste,Brasil
928,Young,Feminino,CrianÃ§as,2009-12-21,62799,Operator,Nordeste,Brasil
929,Rice,Feminino,Roupas,2003-08-08,66357,Cost Accountant,Sul,Brasil
930,Hansen,Feminino,Jardim,2013-04-26,129746,Geological Engineer,Nordeste,Brasil
931,Burton,Feminino,Brinquedos,2004-08-24,63682,Recruiting Manager,British Columbia,Canada
932,Reyes,Feminino,Jardim,2009-05-27,134114,Accounting Assistant IV,Sudeste,Brasil
933,Williams,Masculino,BebÃªs,2014-03-23,131273,Web Developer IV,Quebec,Canada
934,Morrison,Masculino,Brinquedos,2005-09-22,93714,Social Worker,British Columbia,Canada
935,Hudson,Masculino,Books,2001-12-08,146745,Assistant Media Planner,Nordeste,Brasil
936,Weaver,Feminino,Computadores,2010-12-20,126307,Professor,Norte,Brasil
937,Hawkins,Masculino,Esporte,2011-09-25,134931,Tax Accountant,Nordeste,Brasil
938,Jones,Feminino,Lar,2002-02-10,73668,Environmental Specialist,Sudeste,Brasil
939,Austin,Masculino,Industrial,2012-01-19,48840,Product Engineer,Nordeste,Brasil
940,Turner,Masculino,AlimentÃ­cios,2014-03-09,146952,Dental Hygienist,Sudeste,Brasil
941,Cunningham,Feminino,Jardim,2006-05-07,73565,Mechanical Systems Engineer,Nova Scotia,Canada
942,Lopez,Masculino,CalÃ§ados,2010-06-07,64443,Senior Sales Associate,Quebec,Canada
943,Phillips,Feminino,Eletronicos,2008-01-05,127171,Cost Accountant,Norte,Brasil
944,Adams,Feminino,Automotivo,2002-02-11,79045,VP Product Management,Sul,Brasil
945,Lee,Feminino,Joalheria,2006-03-16,117147,Employee Accountant III,Nordeste,Brasil
946,Phillips,Feminino,Outdoors,2014-01-06,69807,Account Representative IV,Sul,Brasil
947,Kelly,Feminino,CalÃ§ados,2004-01-09,128646,Senior Editor,Nordeste,Brasil
948,James,Masculino,Ferramentas,2008-02-13,47271,Programmer Analyst IV,Nordeste,Brasil
949,Woods,Masculino,CalÃ§ados,2005-12-25,59363,Programmer Analyst IV,Nordeste,Brasil
950,Kennedy,Feminino,CalÃ§ados,2008-07-22,68364,Professor,British Columbia,Canada
951,Lewis,Feminino,Brinquedos,2012-12-17,115975,Social Worker,Nova Scotia,Canada
952,Cole,Feminino,CalÃ§ados,2008-10-21,53905,Editor,Nova Scotia,Canada
953,Edwards,Masculino,AlimentÃ­cios,2003-09-03,115360,Social Worker,Quebec,Canada
954,Cooper,Feminino,Eletronicos,2011-07-19,120108,Computer Systems Analyst II,British Columbia,Canada
955,Marshall,Masculino,Roupas,2005-04-18,59234,VP Product Management,Nova Scotia,Canada
956,Austin,Feminino,AlimentÃ­cios,2007-01-28,76812,Biostatistician III,Nova Scotia,Canada
957,Franklin,Feminino,Games,2012-05-08,42347,VP Product Management,Sul,Brasil
958,Wood,Masculino,Ferramentas,2003-12-05,82164,Compensation Analyst,Nordeste,Brasil
959,Young,Masculino,MÃºsica,2000-11-29,114695,Statistician IV,Nordeste,Brasil
960,Lane,Masculino,Computadores,2002-12-31,47541,Payment Adjustment Coordinator,Sudeste,Brasil
961,Bowman,Feminino,BebÃªs,2011-11-14,116355,Structural Engineer,British Columbia,Canada
962,Hayes,Feminino,SaÃºde,2000-10-13,48339,Engineer III,British Columbia,Canada
963,Burton,Feminino,Roupas,2012-06-20,58697,Teacher,Norte,Brasil
964,Ramos,Masculino,Jardim,2002-03-02,127268,Nurse Practicioner,Norte,Brasil
965,Butler,Masculino,Games,2014-04-02,115541,Pharmacist,Quebec,Canada
966,Kelly,Feminino,Industrial,2008-02-13,54876,Research Associate,Sudeste,Brasil
967,Lawson,Feminino,Beleza,2012-08-13,55081,Mechanical Systems Engineer,British Columbia,Canada
968,Moreno,Masculino,Beleza,2009-09-26,123017,Speech Pathologist,Quebec,Canada
969,Richards,Masculino,Roupas,2014-07-05,85294,Media Manager I,Norte,Brasil
970,James,Masculino,CrianÃ§as,2004-08-05,54470,Accounting Assistant IV,Sudeste,Brasil
971,Dunn,Feminino,Outdoors,2011-06-11,148889,Help Desk Operator,Norte,Brasil
972,Bailey,Feminino,BebÃªs,2008-01-10,94049,Senior Financial Analyst,Nova Scotia,Canada
973,Walker,Feminino,Filmes,2009-05-11,51132,Assistant Manager,Norte,Brasil
974,Welch,Masculino,Brinquedos,2002-06-14,87422,Research Nurse,Sul,Brasil
975,Fowler,Feminino,Jardim,2014-09-15,88439,Media Manager III,Sudeste,Brasil
976,Chapman,Masculino,Beleza,2005-02-25,110749,Legal Assistant,Nova Scotia,Canada
977,Collins,Masculino,Beleza,2006-10-26,137911,Accountant IV,Norte,Brasil
978,Hunt,Masculino,Eletronicos,2009-06-18,93665,SaÃºde Coach I,Sul,Brasil
979,Medina,Masculino,BebÃªs,2009-12-31,90068,Quality Control Specialist,Quebec,Canada
980,Sanchez,Feminino,Lar,2014-12-19,83704,Editor,British Columbia,Canada
981,Simmons,Masculino,Beleza,2011-06-27,116767,Environmental Tech,Sul,Brasil
982,Mendoza,Feminino,Brinquedos,2000-08-26,54599,Assistant Media Planner,Sul,Brasil
983,Lopez,Feminino,Esporte,2014-02-17,94685,Research Nurse,Norte,Brasil
984,Williams,Masculino,Joalheria,2004-10-20,91608,Employee Scientist,British Columbia,Canada
985,Stevens,Masculino,Eletronicos,2006-02-28,118791,Safety Technician IV,Nordeste,Brasil
986,Ryan,Masculino,Beleza,2002-11-27,115888,Librarian,Quebec,Canada
987,Lawrence,Feminino,Ferramentas,2000-12-17,60743,Civil Engineer,British Columbia,Canada
988,Cole,Feminino,Beleza,2005-04-17,117962,Accountant III,Nova Scotia,Canada
989,Fields,Feminino,MÃºsica,2004-03-07,67817,Registered Nurse,Nova Scotia,Canada
990,Thomas,Masculino,CrianÃ§as,2003-08-06,76229,Business Systems Development Analyst,Norte,Brasil
991,Turner,Feminino,Eletronicos,2009-12-13,62286,Senior Sales Associate,Sudeste,Brasil
992,Edwards,Masculino,Outdoors,2006-10-30,121713,Director of Sales,British Columbia,Canada
993,Anderson,Feminino,Books,2009-03-07,139486,Product Engineer,Nova Scotia,Canada
994,Hamilton,Feminino,SaÃºde,2002-10-29,141375,Desktop Support Technician,Nova Scotia,Canada
995,Wood,Feminino,Joalheria,2010-04-05,83404,Pharmacist,Sudeste,Brasil
996,James,Feminino,Games,2013-11-17,78433,Accountant II,Nova Scotia,Canada
997,Reynolds,Feminino,Computadores,2007-04-16,120138,Statistician IV,Nordeste,Brasil
998,Walker,Feminino,Games,2010-02-13,60363,Account Coordinator,Nordeste,Brasil
999,Kennedy,Masculino,Industrial,2004-09-22,48050,Graphic Designer,Sudeste,Brasil
1000,Howard,Masculino,BebÃªs,2003-11-07,148687,General Manager,Sul,Brasil
